subj_role,subj_department,subj_clearance,subj_years_exp,subj_cert_active,subj_age,obj_type,obj_sensitivity,obj_department,obj_contains_pii,env_hour,env_is_emergency,env_location,env_access_freq_last_hour,action,decision
nurse,research,2,13,False,24,medical_record,5,research,True,11,False,hospital_network,4,read,ALLOW
nurse,oncology,2,26,True,50,lab_result,3,oncology,True,16,False,office_network,3,read,ALLOW
researcher,research,4,40,False,40,research_data,4,oncology,False,9,False,office_network,12,read,ALLOW
researcher,research,4,10,False,48,research_data,3,research,False,14,False,remote,14,write,DENY
nurse,cardiology,2,4,False,29,lab_result,5,cardiology,False,12,False,remote,1,share,DENY
admin,admin_office,2,12,True,63,prescription,4,cardiology,True,3,False,remote,34,read,DENY
researcher,research,5,3,True,60,research_data,4,research,False,18,True,remote,7,read,ALLOW
doctor,general,4,15,False,27,prescription,4,cardiology,True,12,False,hospital_network,32,share,DENY
nurse,research,3,3,False,47,medical_record,3,research,False,20,False,hospital_network,19,share,DENY
admin,admin_office,2,21,True,62,research_data,4,oncology,False,13,False,hospital_network,50,write,DENY
researcher,research,1,3,False,24,research_data,4,research,False,17,True,hospital_network,16,read,ALLOW
admin,admin_office,3,11,False,55,billing,2,general,True,17,False,office_network,5,share,DENY
pharmacist,oncology,1,18,True,50,lab_result,3,oncology,True,21,False,hospital_network,17,write,DENY
nurse,admin_office,1,38,True,23,medical_record,4,research,True,1,False,office_network,11,delete,DENY
admin,admin_office,4,39,True,26,billing,2,admin_office,True,11,False,hospital_network,5,read,ALLOW
pharmacist,oncology,3,16,True,29,prescription,4,oncology,True,11,False,remote,20,read,ALLOW
patient,general,5,17,False,56,medical_record,3,research,False,18,False,remote,48,share,DENY
researcher,research,5,15,False,44,research_data,4,research,False,13,False,office_network,1,read,ALLOW
pharmacist,research,1,39,True,34,medical_record,4,oncology,True,2,False,remote,37,read,DENY
nurse,oncology,1,23,False,59,medical_record,2,oncology,True,18,False,hospital_network,6,share,DENY
patient,oncology,1,27,True,33,billing,1,admin_office,True,12,False,hospital_network,48,share,DENY
nurse,oncology,1,24,True,40,medical_record,5,oncology,True,9,False,office_network,19,write,DENY
researcher,research,1,21,True,60,research_data,5,research,False,13,False,hospital_network,13,write,DENY
nurse,general,2,26,True,45,research_data,3,cardiology,True,13,False,hospital_network,16,read,DENY
doctor,oncology,2,33,False,52,prescription,3,oncology,True,11,False,office_network,11,delete,DENY
patient,cardiology,3,37,True,45,medical_record,1,cardiology,True,17,False,office_network,15,write,DENY
patient,oncology,4,7,False,55,billing,3,admin_office,False,16,False,office_network,7,share,DENY
admin,admin_office,1,30,True,42,medical_record,3,cardiology,True,23,False,hospital_network,18,delete,DENY
patient,research,4,13,True,65,lab_result,3,cardiology,False,15,False,office_network,16,read,DENY
doctor,research,4,38,False,41,prescription,4,cardiology,True,15,False,hospital_network,12,delete,DENY
doctor,cardiology,4,25,True,51,medical_record,4,cardiology,True,11,True,hospital_network,17,read,ALLOW
admin,admin_office,4,10,True,37,billing,3,admin_office,True,9,True,hospital_network,20,share,DENY
patient,oncology,4,3,False,57,lab_result,3,cardiology,True,8,False,office_network,11,delete,DENY
pharmacist,cardiology,1,16,False,42,prescription,4,research,False,4,False,office_network,9,write,DENY
doctor,research,3,8,True,27,lab_result,3,research,True,9,False,office_network,20,write,ALLOW
nurse,general,4,25,False,31,medical_record,4,general,True,10,False,hospital_network,6,share,DENY
patient,admin_office,3,0,False,24,prescription,4,general,True,22,False,remote,41,read,DENY
pharmacist,general,4,15,True,65,medical_record,4,admin_office,True,21,True,remote,34,share,DENY
pharmacist,general,4,24,True,29,research_data,4,oncology,False,8,True,office_network,20,delete,DENY
researcher,research,4,15,True,39,medical_image,3,general,False,20,False,remote,15,share,DENY
researcher,research,1,27,False,31,prescription,2,cardiology,True,22,False,remote,3,delete,DENY
admin,admin_office,4,1,True,29,research_data,3,admin_office,True,18,False,remote,41,read,DENY
patient,oncology,5,1,False,64,prescription,2,admin_office,True,18,False,hospital_network,33,delete,DENY
nurse,research,4,32,True,47,medical_record,4,research,True,9,True,office_network,19,read,ALLOW
pharmacist,research,2,31,True,54,prescription,4,research,True,9,False,hospital_network,14,share,DENY
nurse,admin_office,2,10,True,37,lab_result,3,admin_office,True,11,False,office_network,16,delete,DENY
researcher,research,4,11,False,29,prescription,2,oncology,True,5,False,office_network,31,write,DENY
patient,research,2,31,False,33,medical_record,3,research,False,11,False,remote,15,read,DENY
admin,admin_office,1,39,False,31,billing,2,admin_office,False,18,False,remote,0,delete,DENY
patient,admin_office,4,31,True,47,prescription,4,oncology,True,14,False,remote,9,write,DENY
pharmacist,cardiology,4,4,True,59,lab_result,2,oncology,True,3,False,office_network,4,write,DENY
doctor,cardiology,1,30,False,34,prescription,4,cardiology,True,8,False,office_network,17,delete,DENY
doctor,oncology,2,8,True,33,lab_result,2,cardiology,True,7,False,remote,45,share,DENY
pharmacist,admin_office,3,13,True,37,prescription,1,admin_office,False,9,False,office_network,7,share,DENY
pharmacist,admin_office,2,8,False,63,prescription,5,admin_office,True,11,True,hospital_network,2,share,DENY
patient,general,5,34,True,56,medical_record,3,research,True,20,False,office_network,14,read,ALLOW
nurse,research,1,16,False,47,medical_record,3,research,True,13,False,hospital_network,7,share,DENY
admin,admin_office,2,13,False,57,billing,3,admin_office,False,18,False,hospital_network,7,read,ALLOW
nurse,admin_office,3,31,False,59,lab_result,2,admin_office,True,12,False,remote,3,read,DENY
nurse,oncology,1,28,True,46,billing,2,research,True,21,False,hospital_network,48,write,DENY
admin,admin_office,4,5,True,59,billing,3,admin_office,True,12,False,hospital_network,1,read,ALLOW
doctor,research,1,13,False,58,medical_record,5,research,True,12,False,hospital_network,11,read,ALLOW
nurse,cardiology,4,11,False,50,lab_result,4,cardiology,True,13,False,remote,1,write,DENY
nurse,admin_office,5,1,False,36,billing,2,admin_office,True,4,True,remote,10,read,DENY
researcher,research,5,1,True,42,medical_image,5,general,True,17,True,office_network,48,share,DENY
pharmacist,general,3,20,False,42,medical_image,4,admin_office,False,23,False,remote,11,read,DENY
patient,cardiology,3,5,False,64,prescription,3,research,False,8,True,hospital_network,3,read,DENY
pharmacist,research,3,38,True,24,medical_record,3,oncology,False,20,True,hospital_network,22,read,DENY
researcher,research,5,4,False,39,research_data,2,research,False,8,True,remote,9,write,DENY
patient,general,5,29,False,55,medical_record,1,general,False,17,False,remote,19,read,DENY
researcher,research,3,28,False,25,research_data,3,research,False,16,False,hospital_network,3,read,ALLOW
researcher,research,2,23,True,57,medical_image,3,general,True,19,True,hospital_network,6,delete,DENY
researcher,research,4,16,True,62,billing,3,general,True,15,False,office_network,42,share,DENY
doctor,cardiology,2,10,True,29,research_data,3,research,True,5,False,remote,6,share,DENY
patient,general,4,37,False,40,prescription,4,admin_office,True,5,False,remote,5,write,DENY
doctor,cardiology,2,28,True,39,lab_result,5,cardiology,False,17,False,office_network,2,write,ALLOW
patient,admin_office,5,19,True,22,medical_record,2,admin_office,True,18,False,office_network,9,read,ALLOW
admin,admin_office,5,1,False,37,billing,2,research,True,8,False,remote,13,share,DENY
patient,oncology,3,9,False,29,research_data,2,admin_office,True,13,True,office_network,36,share,DENY
researcher,research,4,27,False,25,research_data,5,research,False,13,False,remote,18,write,DENY
doctor,research,4,37,False,22,research_data,3,research,False,14,False,hospital_network,1,delete,DENY
researcher,research,5,26,False,24,medical_image,4,general,False,15,False,hospital_network,17,read,DENY
researcher,research,1,8,False,23,research_data,3,research,False,17,False,hospital_network,19,delete,DENY
patient,oncology,3,24,True,53,medical_record,3,oncology,True,14,False,office_network,13,read,ALLOW
pharmacist,general,2,0,False,23,research_data,3,oncology,False,21,False,remote,46,share,DENY
pharmacist,oncology,4,24,False,65,prescription,4,oncology,True,14,False,office_network,0,read,ALLOW
admin,admin_office,1,40,True,51,billing,3,general,True,5,False,office_network,18,write,DENY
doctor,cardiology,4,38,False,28,billing,2,oncology,True,14,False,remote,8,delete,DENY
researcher,research,5,4,True,46,research_data,4,research,False,17,False,hospital_network,5,read,ALLOW
admin,admin_office,3,27,False,55,billing,4,admin_office,True,16,False,hospital_network,2,read,ALLOW
pharmacist,general,5,1,True,35,billing,2,oncology,True,13,False,office_network,11,delete,DENY
doctor,admin_office,1,5,False,65,research_data,4,general,False,19,True,office_network,44,write,DENY
patient,research,3,2,True,26,medical_record,5,oncology,True,19,False,remote,27,delete,DENY
doctor,cardiology,2,1,True,36,research_data,4,cardiology,False,19,False,remote,43,share,DENY
patient,oncology,2,36,False,34,research_data,4,oncology,False,11,False,office_network,47,delete,DENY
admin,admin_office,3,24,True,52,medical_image,4,oncology,True,17,False,remote,3,write,DENY
pharmacist,oncology,4,30,True,65,prescription,4,oncology,True,13,False,hospital_network,6,read,ALLOW
admin,admin_office,3,40,False,65,billing,5,admin_office,True,15,False,office_network,18,delete,DENY
pharmacist,admin_office,5,17,True,32,research_data,3,research,True,15,False,remote,50,share,DENY
doctor,cardiology,3,1,False,46,medical_image,3,admin_office,True,19,False,remote,20,write,DENY
patient,cardiology,3,31,True,26,medical_image,5,cardiology,True,9,True,hospital_network,45,read,DENY
doctor,admin_office,1,8,False,37,lab_result,3,admin_office,True,12,False,office_network,19,read,ALLOW
patient,cardiology,1,37,True,45,lab_result,2,cardiology,True,3,False,office_network,19,delete,DENY
nurse,cardiology,2,30,True,24,lab_result,5,cardiology,False,13,False,hospital_network,13,share,DENY
nurse,cardiology,2,6,False,35,billing,1,oncology,False,15,False,office_network,2,read,DENY
doctor,cardiology,3,36,True,48,lab_result,2,admin_office,True,5,False,hospital_network,46,delete,DENY
doctor,research,1,13,False,43,prescription,4,research,True,9,False,office_network,8,read,ALLOW
doctor,general,4,5,True,57,medical_image,3,cardiology,False,10,True,remote,47,write,DENY
pharmacist,cardiology,5,20,False,25,lab_result,3,research,True,6,False,office_network,17,share,DENY
admin,admin_office,4,3,False,38,research_data,3,research,True,15,False,remote,10,write,DENY
patient,cardiology,4,37,False,64,medical_record,3,cardiology,True,16,False,remote,5,read,DENY
doctor,general,5,35,True,46,medical_record,4,general,True,15,False,remote,1,read,ALLOW
pharmacist,admin_office,4,20,True,38,prescription,4,admin_office,True,10,False,office_network,12,read,ALLOW
admin,admin_office,1,22,True,26,prescription,2,oncology,True,16,False,hospital_network,26,delete,DENY
researcher,research,3,9,False,26,billing,3,admin_office,True,3,False,hospital_network,28,share,DENY
doctor,research,1,2,False,56,medical_record,4,oncology,True,18,False,office_network,14,share,DENY
pharmacist,cardiology,1,20,False,29,prescription,1,cardiology,True,13,True,office_network,3,write,DENY
doctor,cardiology,4,30,False,33,research_data,3,general,True,13,True,office_network,27,share,DENY
doctor,research,4,31,True,27,lab_result,4,research,False,9,False,remote,8,read,ALLOW
admin,admin_office,1,23,True,50,lab_result,4,general,True,17,False,remote,29,delete,DENY
doctor,admin_office,5,6,True,65,medical_record,4,admin_office,True,8,False,office_network,29,share,DENY
admin,admin_office,1,5,True,64,lab_result,3,research,False,1,False,remote,6,read,DENY
admin,admin_office,2,22,False,64,medical_record,3,research,False,5,False,office_network,41,share,DENY
researcher,research,2,23,False,61,prescription,4,cardiology,True,12,False,remote,48,read,DENY
researcher,research,5,25,False,56,research_data,3,research,False,16,False,hospital_network,15,read,ALLOW
doctor,admin_office,2,11,False,39,medical_record,2,admin_office,False,15,False,hospital_network,17,write,ALLOW
nurse,admin_office,4,6,True,62,medical_record,2,admin_office,False,16,False,office_network,9,share,DENY
nurse,admin_office,2,1,True,39,billing,1,oncology,False,10,False,office_network,26,read,DENY
admin,admin_office,1,24,False,58,medical_image,3,research,True,0,False,remote,39,read,DENY
patient,admin_office,2,3,False,52,medical_record,3,research,True,18,True,remote,27,delete,DENY
nurse,cardiology,1,20,True,29,lab_result,4,cardiology,False,8,False,office_network,17,read,ALLOW
doctor,research,2,32,True,54,medical_image,2,research,True,10,False,remote,17,read,ALLOW
patient,cardiology,1,12,False,32,medical_record,3,cardiology,True,13,False,remote,3,read,DENY
pharmacist,cardiology,5,40,False,27,research_data,2,general,False,9,True,hospital_network,45,read,DENY
pharmacist,cardiology,3,23,True,43,prescription,3,cardiology,False,14,False,hospital_network,19,read,ALLOW
admin,admin_office,5,16,False,36,research_data,3,admin_office,True,18,False,office_network,23,write,DENY
admin,admin_office,4,3,False,48,lab_result,3,cardiology,True,4,False,hospital_network,13,share,DENY
patient,admin_office,1,8,False,56,medical_record,3,admin_office,False,11,False,remote,13,read,DENY
doctor,general,3,38,False,45,billing,3,cardiology,True,17,False,hospital_network,18,share,DENY
pharmacist,cardiology,5,28,False,48,lab_result,2,cardiology,True,0,False,hospital_network,15,write,DENY
admin,admin_office,1,36,False,22,lab_result,3,cardiology,True,22,False,remote,1,delete,DENY
patient,oncology,5,27,False,49,medical_record,3,oncology,True,15,False,office_network,10,read,ALLOW
researcher,research,2,26,True,44,lab_result,3,oncology,True,17,False,hospital_network,12,write,DENY
doctor,admin_office,4,1,True,60,research_data,4,oncology,True,15,True,office_network,29,delete,DENY
pharmacist,research,2,6,True,58,prescription,4,research,False,16,False,office_network,20,write,DENY
admin,admin_office,4,0,True,46,billing,3,admin_office,True,5,False,hospital_network,19,write,ALLOW
admin,admin_office,4,20,True,49,billing,2,admin_office,True,17,False,office_network,14,share,DENY
nurse,cardiology,1,35,True,55,lab_result,3,cardiology,False,16,False,office_network,18,read,ALLOW
patient,admin_office,2,12,False,48,prescription,4,research,False,14,False,office_network,8,share,DENY
doctor,oncology,1,32,True,49,medical_image,4,oncology,True,18,False,office_network,9,read,ALLOW
researcher,research,1,13,False,55,research_data,4,research,False,16,True,remote,16,read,DENY
doctor,general,3,31,True,37,medical_record,5,general,True,18,False,hospital_network,10,read,ALLOW
researcher,research,5,17,False,37,research_data,2,research,False,18,False,hospital_network,19,read,ALLOW
doctor,admin_office,3,0,False,55,medical_record,4,admin_office,True,14,False,remote,12,read,DENY
pharmacist,research,5,20,False,43,medical_image,3,general,False,21,False,hospital_network,16,delete,DENY
researcher,research,4,11,True,58,research_data,2,research,True,22,False,office_network,17,read,DENY
doctor,cardiology,3,16,True,36,lab_result,2,cardiology,False,11,False,office_network,7,write,ALLOW
admin,admin_office,5,24,True,31,prescription,4,general,True,16,False,hospital_network,36,share,DENY
doctor,cardiology,2,23,False,45,billing,2,admin_office,True,9,False,office_network,5,delete,DENY
admin,admin_office,4,9,False,36,medical_image,4,cardiology,True,1,True,hospital_network,9,share,DENY
patient,research,1,37,False,26,medical_record,1,research,True,13,False,remote,18,delete,DENY
patient,oncology,1,3,True,52,medical_record,3,oncology,True,10,False,office_network,0,share,DENY
pharmacist,oncology,3,35,False,65,prescription,2,oncology,False,14,True,remote,18,delete,DENY
researcher,research,5,25,True,29,research_data,1,research,False,8,False,remote,13,read,ALLOW
researcher,research,3,15,False,58,research_data,4,research,False,13,False,remote,6,read,DENY
pharmacist,general,1,5,False,22,lab_result,4,general,False,11,False,office_network,34,share,DENY
admin,admin_office,4,20,True,25,billing,4,admin_office,True,10,False,office_network,7,read,ALLOW
researcher,research,2,1,True,62,lab_result,4,research,True,8,False,remote,14,write,DENY
nurse,admin_office,3,22,False,55,billing,2,general,False,1,False,remote,29,write,DENY
pharmacist,research,3,39,False,31,prescription,5,research,True,15,False,hospital_network,20,delete,DENY
doctor,cardiology,1,38,False,57,prescription,3,oncology,True,5,False,hospital_network,4,share,DENY
nurse,cardiology,2,32,True,49,prescription,4,general,False,15,False,hospital_network,49,write,DENY
admin,admin_office,1,21,False,52,billing,4,admin_office,True,13,False,remote,3,write,DENY
nurse,general,2,16,False,25,medical_image,4,cardiology,True,0,False,office_network,13,read,DENY
nurse,admin_office,3,39,False,37,prescription,3,admin_office,False,20,False,remote,39,read,DENY
nurse,cardiology,2,33,True,26,medical_image,3,cardiology,True,9,False,hospital_network,42,read,DENY
patient,research,5,32,True,51,medical_record,1,research,True,8,True,remote,20,read,ALLOW
pharmacist,oncology,2,28,False,33,prescription,4,oncology,True,16,False,remote,1,read,DENY
researcher,research,5,15,False,60,research_data,3,research,False,17,False,hospital_network,19,read,ALLOW
researcher,research,1,33,False,45,prescription,3,cardiology,False,18,False,hospital_network,32,delete,DENY
pharmacist,admin_office,2,33,True,47,prescription,4,admin_office,True,17,True,office_network,10,read,ALLOW
researcher,research,4,6,False,63,prescription,4,oncology,True,6,True,office_network,28,write,DENY
pharmacist,oncology,3,31,False,46,prescription,5,oncology,False,9,False,hospital_network,0,write,DENY
nurse,research,5,27,False,64,research_data,4,general,False,16,False,remote,3,read,DENY
pharmacist,oncology,3,14,True,63,prescription,1,oncology,True,17,False,remote,6,read,ALLOW
pharmacist,admin_office,2,31,False,65,billing,1,oncology,True,16,False,remote,20,write,DENY
pharmacist,general,2,16,True,56,prescription,1,general,True,18,False,hospital_network,9,read,ALLOW
doctor,admin_office,5,24,False,42,medical_image,5,research,True,8,False,office_network,17,read,DENY
pharmacist,oncology,4,28,True,44,billing,1,research,True,0,False,hospital_network,20,read,DENY
nurse,general,1,7,True,34,medical_record,5,admin_office,True,4,False,remote,22,read,DENY
pharmacist,general,4,27,True,61,prescription,2,general,True,12,False,hospital_network,7,read,ALLOW
doctor,cardiology,2,25,False,43,prescription,2,cardiology,True,15,False,remote,6,write,DENY
researcher,research,3,5,True,43,medical_record,4,admin_office,True,0,False,office_network,9,write,DENY
admin,admin_office,4,11,True,41,billing,4,admin_office,False,15,False,remote,7,write,ALLOW
patient,oncology,3,10,True,53,medical_image,5,cardiology,True,13,True,hospital_network,3,share,DENY
doctor,research,1,3,False,47,prescription,4,research,True,12,True,office_network,3,read,ALLOW
admin,admin_office,4,38,False,65,lab_result,2,admin_office,True,9,False,hospital_network,36,share,DENY
admin,admin_office,3,39,False,26,lab_result,2,admin_office,False,16,False,office_network,42,share,DENY
patient,research,4,36,True,38,lab_result,3,general,True,16,False,office_network,43,share,DENY
researcher,research,5,11,True,22,medical_record,5,research,True,10,False,remote,37,delete,DENY
nurse,oncology,4,28,True,64,medical_record,3,oncology,True,10,True,hospital_network,9,write,DENY
admin,admin_office,2,28,True,48,billing,2,admin_office,True,9,False,hospital_network,11,share,DENY
nurse,research,5,5,True,29,medical_record,5,research,True,8,False,office_network,8,share,DENY
patient,research,3,18,False,25,prescription,4,admin_office,True,3,False,hospital_network,39,delete,DENY
researcher,research,5,5,True,61,medical_image,3,research,False,17,False,hospital_network,39,share,DENY
doctor,research,5,4,False,41,medical_record,4,research,False,12,True,remote,48,share,DENY
admin,admin_office,2,0,False,52,medical_record,5,cardiology,True,16,False,remote,35,write,DENY
pharmacist,cardiology,3,39,False,53,prescription,5,cardiology,False,8,False,remote,7,read,DENY
doctor,admin_office,4,5,False,44,lab_result,4,admin_office,True,15,False,remote,13,read,DENY
admin,admin_office,5,22,True,33,prescription,2,admin_office,True,2,True,remote,14,write,DENY
admin,admin_office,2,28,False,52,billing,5,admin_office,True,18,False,hospital_network,11,write,ALLOW
pharmacist,general,3,34,True,27,prescription,4,general,True,17,False,remote,8,write,DENY
patient,cardiology,2,39,False,45,lab_result,2,oncology,True,0,False,hospital_network,39,share,DENY
researcher,research,2,20,True,65,research_data,3,research,False,17,True,office_network,11,write,DENY
admin,admin_office,3,27,True,57,billing,4,admin_office,False,13,True,office_network,10,write,ALLOW
patient,admin_office,2,39,False,24,medical_record,1,admin_office,True,10,False,office_network,18,read,ALLOW
researcher,research,4,10,False,54,billing,3,oncology,True,16,True,remote,34,write,DENY
nurse,research,2,12,True,48,billing,2,cardiology,True,11,False,hospital_network,40,share,DENY
nurse,general,1,18,False,52,prescription,3,admin_office,True,21,False,office_network,31,read,DENY
researcher,research,5,34,False,22,research_data,2,research,False,9,False,office_network,5,write,DENY
nurse,admin_office,4,21,False,45,lab_result,4,research,False,12,False,remote,21,read,DENY
patient,research,2,10,True,22,medical_record,2,research,False,17,False,hospital_network,12,read,ALLOW
researcher,research,5,24,True,49,research_data,4,oncology,True,8,False,hospital_network,24,write,DENY
nurse,admin_office,2,4,False,31,research_data,4,research,True,22,False,office_network,23,share,DENY
doctor,cardiology,2,26,True,62,medical_record,4,research,True,20,False,remote,11,delete,DENY
pharmacist,admin_office,4,39,False,26,lab_result,2,general,True,16,False,office_network,43,read,DENY
admin,admin_office,5,24,True,55,medical_record,3,cardiology,True,9,False,hospital_network,13,share,DENY
researcher,research,1,32,False,57,research_data,5,research,False,9,False,remote,6,read,DENY
pharmacist,research,4,26,True,57,lab_result,2,admin_office,True,16,True,remote,14,delete,DENY
doctor,admin_office,4,36,False,43,billing,3,general,True,17,True,hospital_network,4,share,DENY
nurse,admin_office,1,14,True,29,lab_result,3,admin_office,True,10,False,hospital_network,6,read,ALLOW
admin,admin_office,4,1,False,33,billing,3,admin_office,True,16,False,hospital_network,10,write,ALLOW
researcher,research,1,16,True,46,research_data,2,research,False,8,False,office_network,18,read,ALLOW
doctor,cardiology,1,29,True,42,lab_result,3,cardiology,False,9,False,office_network,6,write,ALLOW
nurse,cardiology,5,35,True,60,prescription,2,cardiology,False,8,False,remote,5,write,DENY
doctor,research,4,9,False,32,medical_record,5,general,True,22,False,office_network,0,share,DENY
nurse,general,2,15,True,45,medical_record,3,research,False,13,True,hospital_network,2,delete,DENY
admin,admin_office,4,7,False,37,medical_record,4,cardiology,False,10,True,hospital_network,42,write,DENY
researcher,research,2,3,True,40,research_data,4,research,False,14,False,office_network,10,read,ALLOW
nurse,research,2,33,False,52,prescription,2,oncology,True,18,False,office_network,1,read,DENY
admin,admin_office,1,25,True,65,billing,2,admin_office,True,12,False,office_network,12,read,ALLOW
doctor,oncology,5,16,False,45,research_data,4,general,True,23,False,hospital_network,3,read,DENY
pharmacist,admin_office,1,8,True,32,medical_record,3,research,False,3,False,office_network,38,read,DENY
doctor,admin_office,1,31,False,24,lab_result,2,admin_office,False,18,False,remote,11,write,DENY
doctor,research,2,9,False,34,prescription,5,research,True,16,True,hospital_network,15,read,ALLOW
nurse,research,3,14,False,53,medical_record,2,research,True,9,False,office_network,18,share,DENY
patient,oncology,1,18,False,59,prescription,3,cardiology,False,1,True,office_network,39,read,DENY
pharmacist,admin_office,3,19,False,34,prescription,3,general,True,14,False,office_network,16,write,DENY
doctor,cardiology,5,1,True,38,prescription,2,cardiology,True,11,False,hospital_network,13,read,ALLOW
researcher,research,4,0,True,33,research_data,2,research,False,9,False,hospital_network,14,read,ALLOW
admin,admin_office,5,22,False,26,billing,2,general,True,3,False,remote,39,read,DENY
admin,admin_office,5,10,True,50,billing,4,admin_office,True,16,False,hospital_network,5,write,ALLOW
pharmacist,general,4,6,True,25,prescription,2,general,True,13,False,remote,12,read,ALLOW
admin,admin_office,3,3,True,63,prescription,2,admin_office,True,4,False,hospital_network,37,write,DENY
doctor,cardiology,2,33,False,62,prescription,2,general,True,21,False,remote,43,delete,DENY
nurse,oncology,5,26,False,58,medical_record,5,oncology,False,8,False,hospital_network,10,read,ALLOW
researcher,research,1,34,True,25,lab_result,4,admin_office,True,3,False,office_network,30,share,DENY
admin,admin_office,1,37,True,23,prescription,2,research,False,18,False,office_network,22,share,DENY
patient,general,3,1,False,59,medical_record,2,general,True,9,False,remote,20,read,DENY
researcher,research,4,38,False,60,billing,3,oncology,True,5,False,hospital_network,10,share,DENY
patient,oncology,4,2,True,65,medical_record,2,oncology,True,9,False,remote,8,read,ALLOW
nurse,cardiology,4,25,True,31,medical_record,4,cardiology,True,13,False,remote,20,read,ALLOW
doctor,oncology,3,11,True,49,lab_result,3,oncology,True,11,False,hospital_network,2,read,ALLOW
patient,cardiology,2,22,False,29,medical_record,1,cardiology,True,14,False,remote,5,read,DENY
researcher,research,4,14,False,41,research_data,4,research,False,18,False,hospital_network,3,write,DENY
patient,admin_office,2,25,False,36,billing,3,cardiology,True,20,False,office_network,17,write,DENY
doctor,cardiology,3,35,False,52,research_data,4,cardiology,True,13,True,office_network,3,delete,DENY
admin,admin_office,1,8,False,40,billing,3,oncology,True,5,False,remote,13,delete,DENY
doctor,admin_office,4,13,False,34,medical_record,4,admin_office,True,2,False,hospital_network,28,write,ALLOW
admin,admin_office,5,0,False,43,medical_record,5,oncology,True,20,False,office_network,14,delete,DENY
pharmacist,cardiology,4,18,False,48,prescription,4,oncology,False,6,False,remote,35,read,DENY
nurse,research,2,10,False,57,medical_record,5,research,True,16,False,remote,17,read,DENY
doctor,oncology,4,31,True,48,medical_record,5,oncology,True,9,True,office_network,30,share,DENY
nurse,admin_office,4,19,True,52,medical_record,3,admin_office,True,17,False,hospital_network,2,read,ALLOW
nurse,admin_office,5,15,False,61,medical_image,3,admin_office,True,10,False,office_network,14,read,DENY
nurse,oncology,4,33,True,39,billing,3,general,True,10,False,remote,37,write,DENY
nurse,cardiology,4,10,False,54,medical_record,1,cardiology,True,15,False,office_network,17,read,ALLOW
patient,research,4,2,True,39,medical_image,3,oncology,True,0,False,remote,6,write,DENY
admin,admin_office,4,8,False,57,billing,2,admin_office,True,16,False,office_network,13,write,ALLOW
nurse,oncology,4,29,False,23,lab_result,4,oncology,True,16,True,hospital_network,18,delete,DENY
patient,research,3,4,False,59,medical_record,2,research,False,13,False,hospital_network,13,write,DENY
admin,admin_office,3,14,False,52,billing,2,research,False,11,False,office_network,39,delete,DENY
admin,admin_office,4,4,True,50,prescription,3,admin_office,False,5,False,office_network,24,read,DENY
patient,general,3,0,True,44,medical_record,3,general,True,16,False,office_network,2,share,DENY
pharmacist,cardiology,2,28,False,35,lab_result,4,general,True,16,False,office_network,1,delete,DENY
patient,cardiology,2,27,True,54,medical_record,1,cardiology,True,17,False,hospital_network,14,share,DENY
researcher,research,2,39,True,65,research_data,3,research,False,12,False,remote,5,read,ALLOW
researcher,research,4,23,False,42,research_data,2,research,False,18,True,hospital_network,15,write,DENY
patient,research,1,21,False,52,lab_result,4,general,True,18,False,hospital_network,47,share,DENY
doctor,research,1,21,True,27,billing,2,research,True,22,False,remote,44,delete,DENY
researcher,research,1,32,True,40,research_data,2,research,False,14,False,remote,0,read,ALLOW
nurse,research,1,23,True,37,lab_result,4,research,False,14,False,remote,12,write,DENY
pharmacist,cardiology,5,29,False,55,research_data,2,general,True,20,True,remote,14,delete,DENY
patient,general,1,8,False,29,research_data,2,research,True,5,False,office_network,38,write,DENY
admin,admin_office,3,13,True,65,lab_result,2,oncology,True,22,False,remote,38,read,DENY
researcher,research,3,25,False,57,billing,1,oncology,True,20,False,remote,22,share,DENY
nurse,research,1,23,True,25,prescription,2,oncology,True,14,False,remote,31,delete,DENY
pharmacist,oncology,2,8,False,60,billing,2,oncology,True,18,False,remote,21,share,DENY
doctor,oncology,1,38,False,43,prescription,4,cardiology,False,17,False,office_network,17,delete,DENY
pharmacist,admin_office,2,24,False,47,prescription,3,admin_office,True,14,False,office_network,16,write,DENY
admin,admin_office,5,30,False,36,research_data,2,general,True,22,False,office_network,2,delete,DENY
pharmacist,general,3,16,False,39,lab_result,3,cardiology,True,11,False,remote,46,write,DENY
researcher,research,1,38,False,38,research_data,3,research,False,11,False,hospital_network,19,read,ALLOW
doctor,oncology,4,34,True,57,medical_record,3,oncology,True,18,False,office_network,11,read,ALLOW
doctor,research,3,1,True,34,lab_result,4,research,True,15,False,remote,9,write,ALLOW
nurse,cardiology,4,30,True,55,billing,1,research,True,14,False,office_network,26,read,DENY
nurse,oncology,5,25,True,56,medical_record,3,oncology,False,18,False,hospital_network,19,read,ALLOW
admin,admin_office,4,25,False,39,billing,3,admin_office,True,12,False,remote,18,write,DENY
nurse,cardiology,4,24,True,25,medical_record,4,cardiology,False,10,False,remote,17,read,ALLOW
pharmacist,admin_office,2,1,False,37,prescription,2,admin_office,True,17,False,office_network,1,read,ALLOW
nurse,oncology,2,5,False,30,medical_record,2,oncology,False,12,False,remote,4,read,DENY
doctor,oncology,4,28,True,37,lab_result,2,general,True,19,False,hospital_network,1,read,DENY
